,target12
CC[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CCCC[C@H]34)C)O,0.34638909
CCCCCCCC(=O)[O-].CCCCCCCC(=O)[O-].[Zn+2],0.23545939
C1N2CN3CN1C[N+](C2)(C3)C/C=C\Cl,0.44045448
CCCCCCCCCCOCC(CN)O,0.024182763
CCOC(=O)C1=CN=CC=C1,0.045367543
CN[C@@H]1C[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,0.57741755
CC(C)C(C(=O)OC(C#N)C1=CC(=CC=C1)OC2=CC=CC=C2)NC3=C(C=C(C=C3)C(F)(F)F)Cl,0.75804514
C1=CC(=C(C=C1N)[N+](=O)[O-])N,0.76318854
CCCCCCCCCCCC(=O)NCCCN(C)C,0.049011704
COC1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,0.21706161
CCN1CCC2=C(CC1)OC(=N2)N,0.030236784
CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,0.5838431
C([C@@H]([C@H]([C@@H](C(=O)CO)O)O)O)O,0.1689958
CNCC(=O)C1=CC(=C(C=C1)O)O,0.042170644
CN1CCN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,0.22276159
C1=CN=CC(=C1N)N,0.050404858
C(CC(=O)O)C(=O)CN,0.033576597
C1=CC(=C(C(=C1)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,0.7959971
C1=CC(=C(C=C1Cl)Cl)CCl,0.04849413
CC(C)OC1=C(SC2=C1C=C(C=C2)OC)C(=NC3=NNN=N3)[O-],0.629727
CN1C[C@@H]2[C@@H](C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,0.32552
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)[N+](=O)[O-],0.75820225
C=CC(=O)OCCOC(=O)C=C,0.87765676
CCCC[P+](CCCC)(CCCC)CCCC,0.05593869
CC1=NC2=C(C=C1)C(=CC(=C2O)Br)Br,0.95606154
CC1CCC(C(C1)OC(=O)C2=CC=CC=C2N)C(C)C,0.5962842
CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,0.6837745
C1=CC(=C2C(=C1[N+](=O)[O-])C(=O)C3=C(C=CC(=C3C2=O)O)[N+](=O)[O-])O,0.8570316
CC1=CC(=O)OC2=CC(=CC(=C12)O)O,0.64967275
COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O,0.8163877
C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,0.8348749
C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,0.7253741
CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,0.5755676
CN(C)[C@H]1[C@@H]2C[C@@H]3[C@@H](C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O,0.41934285
[Hg+2],0.88601243
C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N,0.2658077
COP(=O)(OC)SCN1C2=NC=C(C=C2OC1=O)Cl,0.5997369
CCCCCC1=CC=CO1,0.4756576
CCCCCCCCCCCCCCN1C=C[N+](=C1)C,0.68209714
CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,0.3568131
CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)O)CC2=C(C=C(C=C2)Cl)Cl,0.7749803
CCCCC(CC)CN=C(N)NC(=NCCCCCCN=C(N)NC(=NCC(CC)CCCC)N)N,0.3970986
C=CC(=O)OCCN1C(=O)N(C(=O)N(C1=O)CCOC(=O)C=C)CCOC(=O)C=C,0.9833965
CC1=NC2=C(C=C(C=C2)NC(=O)NC3=CC4=C(C=C3)N=C(C=C4N)C)C(=C1)N,0.35066065
C1=CC=C(C(=C1)C(=O)O)O.C1=CC2=C(C(=C1)O)N=CC=C2,0.39405924
[C@H]([C@@H](C(=O)O)S)(C(=O)O)S,0.2983231
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,0.42263785
CC1=NC=C(C(=C1O)CN)CO,0.039292507
C[C@H]1C(=O)N[C@H](C(=O)N/C(=C\NC(=O)N)/C(=O)N[C@H](C(=O)NC[C@@H](C(=O)N1)N)[C@@H]2CCN=C(N2)N)CNC(=O)C[C@H](CCCN)N,0.48660347
CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,0.3274957
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)/C=C\2/C(=O)N=C(S2)N,0.85695726
CCCCC(CC)COC(=O)C1=CC=CC=C1O,0.07673389
C1=CC(=S)N(C=C1)[O-],0.9926162
CC(C)C1=CC2=CC[C@@H]3[C@@]([C@H]2CC1)(CCC[C@@]3(C)C(=O)[O-])C,0.57878476
CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)O,0.7057154
C1=C(C(=C(C(=C1[N+](=O)[O-])Cl)[N+](=O)[O-])Cl)C(F)(F)F,0.33093208
C1=CC(=C(C=C1C(F)(F)F)N)S,0.6121595
CCOC(=O)CN1C=CC=C1C2=NC(=C(S2)C3=CC=C(C=C3)OC)C4=CC=C(C=C4)OC,0.5935531
CCN(CC)C1=CC=C(C=C1)N,0.9069786
C1=C(NC=N1)C[C@@H](C(=O)O)N,0.07316094
C1=CC=C(C=C1)C2=CSC(=N2)NN,0.91742384
CCOC1=CC=C(C=C1)[N+](=O)[O-],0.4630241
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,0.35368985
C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,0.41115078
C1CC(C(CCC(C(CCC(C1Br)Br)Br)Br)Br)Br,0.8141646
CC(=O)NC1(CCN(CC1)CC[C@]2(CN(C(=O)CO2)C3=CC=CC=C3)C4=CC(=C(C=C4)Cl)Cl)C5=CC(=CC=C5)F.C(CC(=O)O)C(=O)O,0.43480736
CCCOC1=C(C(=C(S1)C(=O)N2CCC(CC2)C3=C(C=CC(=C3)CN)F)C)Br,0.7382268
CCOC(=O)C1=CC=C(C=C1)C2CCC(CC2)NC[C@@H](COC3=CC(=C(C=C3)O)NS(=O)(=O)C)O,0.38508964
CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1,0.2981665
CCCCCCCCCCCCCCCCN,0.04123193
CC1=C(N(C2=C1C=C(C=C2)C(=O)OCCN(C)C)CCN(C)C)C,0.29234123
COC1=C(C=CC(=C1)C=C2CCCC(=CC3=CC(=C(C=C3)O)OC)C2=O)O,0.9585677
CCCCCCCCCCCCCOS(=O)(=O)[O-],0.027509775
CC(C1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3,0.7606017
CC(=O)OC1=CC2=C(C=C1)[C@H]3CC[C@]4([C@H]([C@@H]3CC2)CC[C@@H]4O)C,0.7140218
C1C(CC2=CC=CC=C2C1C3=C(SC4=CC=CC=C4C3=O)O)C5=CC=C(C=C5)C6=CC=C(C=C6)Br,0.895725
CC1=NC2=C(C=C1)C(=CC(=C2O)Cl)Cl,0.98585457
CCCCCC1=CC2=C(C(=C1)O)C3=C(C=CC(=C3)C)C(O2)(C)C,0.734417
CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-],0.43733826
C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2SSC3=CC=CC=C3NC(=O)C4=CC=CC=C4,0.86909163
C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)C3C(=O)C4=CC=CC=C4C3=O,0.37438926
C[C@@H]1CCC[C@@H](N1CCCC(C2=CC=CC=C2)(C3=CC=CC=N3)O)C,0.39536962
C1=CC=C(C=C1)C(CCC2=CC=C(C=C2)Cl)(CN3C=NC=N3)C#N,0.437265
CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,0.08201015
C1=CC=C(C(=C1)C(=C2C=C(C(=O)C(=C2)I)I)C3=CC(=C(C(=C3)I)[O-])I)C(=O)[O-],0.8594281
CC1CCCC1,0.36514068
CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,0.67639554
C1=CC2=C(C(=C1)O)C(=O)C3=C(C=C(C=C3C2=O)CO)O,0.85133994
C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,0.32377726
CC(=O)NC1=CC(=C(C=C1)C(=O)OC)OC,0.084087975
CC(=O)NC1=C(C=C(C(=C1)OC)C(=O)OC)Cl,0.119759254
C1=CC(=C(C=C1N)C(F)(F)F)[N+](=O)[O-],0.23834865
CCOC(=O)C1=CC(=C(C=C1)O)O,0.041514095
C1CNCCC1(C2=CC=C(C=C2)Cl)O,0.06268639
C1CN(CCN1)C2=CC=CC=C2Cl,0.28261444
C1CN(CCN1)C(=O)C2=CC=CO2,0.047082435
CC(=O)C1=CC(=C(C=C1)O)C(=O)N,0.061868846
CCCC(=O)NC1=CC(=C(C=C1)O)C(=O)C,0.08128872
C1CNCCC1(C2=CC=CC=C2)O,0.04174566
C1C(O1)COCCOCC2CO2,0.18759476
C1CN2C(=O)[C@H](N=C(C3=C2C1=CC=C3)C4=CC=CC=C4F)NC(=O)C5=CC6=CC=CC=C6N5,0.5568557
C1CN2C(=O)[C@@H](N=C(C3=C2C1=CC=C3)C4=CC=CC=C4F)NC(=O)C5=CC6=CC=CC=C6N5,0.9180896
C1C(O[C@H](O1)CO)N2C=CC(=NC2=O)N,0.10033285
C1=CC=C(C=C1)NC2=CC=C(C=C2)N,0.3546734
CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3,0.3584756
CCCCC(CC)CN1CC(CN(C1)CC(CC)CCCC)(C)N,0.16571389
C1CC1(C(=O)NC2=C(C=C(C=C2)Cl)Cl)C(=O)O,0.8614637
CC(C)NCC(COC1=CC=CC=C1N2C=CC=C2)O,0.18422352
CC1(CO[C@H](CN1)CC(=O)O)C,0.056122117
C([C@@H]1[C@H]([C@@H]([C@H](C(O1)[S-])O)O)O)O.[Au+],0.3649824
CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3,0.43112183
CCCCCCCCCCCCOS(=O)(=O)[O-],0.03913533
CCOC(=O)C1(CCN(CC1)CCC2=CC=C(C=C2)N)C3=CC=CC=C3,0.3873379
C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl,0.40194634
